"matricule","coursGrp"
"4865","2S:FR7-0a"
"4865","2S:MATH7-0a"
"4865","2S:NL4-10"
"4865","2S:REL2-10"
"4865","2S:SC3-10"
"4865","2S:TEC1-10"
"4866","3 GT:ANG4-02"
"4866","3 GT:EDPF2-03"
"4866","3 GT:FR5-02"
"4866","3 GT:GEO2-02"
"4866","3 GT:HIS2-02"
"4866","3 GT:LAT4-02"
"4866","3 GT:MATH5-02"
"4866","3 GT:NL4-02"
"4866","3 GT:REL2-02"
"4866","3 GT:SC3-01"
"4867","3 GT:ANG4-05"
"4867","3 GT:EDPF2-05"
"4867","3 GT:FR5-05"
"4867","3 GT:GEO2-05"
"4867","3 GT:HIS2-05"
"4867","3 GT:MATH5-05"
"4867","3 GT:NL4-05"
"4867","3 GT:REL2-05"
"4867","3 GT:SC3-04"
"4867","3 GT:SCSO4-02"
"4868","2S:EDAR1-09"
"4868","2S:EDM4-09"
"4868","2S:EDPF3-10"
"4868","2S:FR7-9a"
"4868","2S:MATH7-9a"
"4868","2S:NL4-09"
"4868","2S:REL2-09"
"4868","2S:SC3-09"
"4868","2S:TEC1-09"
"4869","3 GT:ANG4-01"
"4869","3 GT:EDPF2-03"
"4869","3 GT:FR5-04"
"4869","3 GT:GEO2-04"
"4869","3 GT:HIS2-04"
"4869","3 GT:MATH5-04"
"4869","3 GT:NL4-04"
"4869","3 GT:REL2-04"
"4869","3 GT:SC5-1a"
"4870","3 TT:ANG2-01"
"4870","3 TT:BIO2-01"
"4870","3 TT:EDPF2-01"
"4870","3 TT:EDSC2-01"
"4870","3 TT:FR5-01"
"4870","3 TT:FREX2-01"
"4870","3 TT:GEO2-01"
"4870","3 TT:HIS2-01"
"4870","3 TT:MATH5-01"
"4870","3 TT:NL4-01"
"4870","3 TT:PSY2-01"
"4870","3 TT:REL2-01"
"4870","3 TT:TEEX2-01"
"4871","2S:EDAR3-4b"
"4871","2S:EDM2-04"
"4871","2S:EDPM3-04"
"4871","2S:FR5-04"
"4871","2S:GCPP-04"
"4871","2S:INFO3-4b"
"4871","2S:MATH5-04"
"4871","2S:NL2-04"
"4871","2S:REL2-04"
"4871","2S:SC2-04"
"4871","2S:SPOR2-4a"
"4872","3 GT:ANG4-06"
"4872","3 GT:ECO4-03"
"4872","3 GT:EDPF2-02"
"4872","3 GT:FR5-07"
"4872","3 GT:GEO2-07"
"4872","3 GT:HIS2-07"
"4872","3 GT:MATH5-07"
"4872","3 GT:NL4-07"
"4872","3 GT:REL2-07"
"4872","3 GT:SC3-05"
"4873","2S:EDAR1-09"
"4873","2S:EDM4-09"
"4873","2S:EDPM3-10"
"4873","2S:FR7-9a"
"4873","2S:MATH7-9a"
"4873","2S:NL4-09"
"4873","2S:REL2-09"
"4873","2S:SC3-09"
"4873","2S:TEC1-09"
"4874","3 GT:ANG4-05"
"4874","3 GT:EDPF2-05"
"4874","3 GT:FR5-05"
"4874","3 GT:GEO2-05"
"4874","3 GT:HIS2-05"
"4874","3 GT:MATH5-05"
"4874","3 GT:NL4-05"
"4874","3 GT:REL2-05"
"4874","3 GT:SC3-04"
"4874","3 GT:SCSO4-02"
"4875","2S:EDAR1-10"
"4875","2S:EDM4-10"
"4875","2S:EDPF3-10"
"4875","2S:FR7-0a"
"4875","2S:MATH7-0a"
"4875","2S:NL4-10"
"4875","2S:REL2-10"
"4875","2S:SC3-10"
"4875","2S:TEC1-10"
"4876","3 GT:ANG4-01"
"4876","3 GT:EDPF2-03"
"4876","3 GT:FR5-04"
"4876","3 GT:GEO2-04"
"4876","3 GT:HIS2-04"
"4876","3 GT:MATH5-04"
"4876","3 GT:NL4-04"
"4876","3 GT:REL2-04"
"4876","3 GT:SC5-1a"
"4877","2S:EDAR1-09"
"4877","2S:EDM4-09"
"4877","2S:EDPF3-10"
"4877","2S:FR7-9a"
"4877","2S:MATH7-9a"
"4877","2S:NL4-09"
"4877","2S:REL2-09"
"4877","2S:SC3-09"
"4877","2S:TEC1-09"
"4878","3 TT:ANG2-01"
"4878","3 TT:BIO2-01"
"4878","3 TT:EDPF2-01"
"4878","3 TT:EDSC2-01"
"4878","3 TT:FR5-01"
"4878","3 TT:FREX2-01"
"4878","3 TT:GEO2-01"
"4878","3 TT:HIS2-01"
"4878","3 TT:MATH5-01"
"4878","3 TT:NL4-01"
"4878","3 TT:PSY2-01"
"4878","3 TT:REL2-01"
"4878","3 TT:TEEX2-01"
"4879","3 GT:ANG2-01"
"4879","3 GT:EDPM2-01"
"4879","3 GT:FR5-08"
"4879","3 GT:GEON2-08"
"4879","3 GT:HISN2-08"
"4879","3 GT:LAT4-01"
"4879","3 GT:MATH5-08"
"4879","3 GT:NL4-08"
"4879","3 GT:REL2-08"
"4879","3 GT:SC5-2a"
"4880","2S:EDAR3-4a"
"4880","2S:EDM2-04"
"4880","2S:EDPF3-04"
"4880","2S:FR5-04"
"4880","2S:GCPP-04"
"4880","2S:INFO3-4a"
"4880","2S:MATH5-04"
"4880","2S:NL2-04"
"4880","2S:REL2-04"
"4880","2S:SC2-04"
"4880","2S:SPOR2-4b"
"4881","3 GT:ANG4-01"
"4881","3 GT:EDPF2-03"
"4881","3 GT:FR5-04"
"4881","3 GT:GEO2-04"
"4881","3 GT:HIS2-04"
"4881","3 GT:MATH5-04"
"4881","3 GT:NL4-04"
"4881","3 GT:REL2-04"
"4881","3 GT:SC5-1a"
"4882","3 GT:ANG2-01"
"4882","3 GT:EDPM2-01"
"4882","3 GT:FR5-06"
"4882","3 GT:GEO2-06"
"4882","3 GT:HIS2-06"
"4882","3 GT:LAT4-02"
"4882","3 GT:MATH5-06"
"4882","3 GT:NL4-06"
"4882","3 GT:REL2-06"
"4882","3 GT:SC5-3a"
"4883","3 GT:ANG4-05"
"4883","3 GT:EDPF2-05"
"4883","3 GT:FR5-05"
"4883","3 GT:GEO2-05"
"4883","3 GT:HIS2-05"
"4883","3 GT:MATH5-05"
"4883","3 GT:NL4-05"
"4883","3 GT:REL2-05"
"4883","3 GT:SC3-04"
"4883","3 GT:SCSO4-02"
"4884","3 GT:ANG4-01"
"4884","3 GT:EDPF2-03"
"4884","3 GT:FR5-04"
"4884","3 GT:GEO2-04"
"4884","3 GT:HIS2-04"
"4884","3 GT:MATH5-04"
"4884","3 GT:NL4-04"
"4884","3 GT:REL2-04"
"4884","3 GT:SC5-1a"
"4885","3 GT:ANG4-04"
"4885","3 GT:EDPF2-02"
"4885","3 GT:FR5-03"
"4885","3 GT:GEO2-03"
"4885","3 GT:HIS2-03"
"4885","3 GT:MATH5-03"
"4885","3 GT:NL4-03"
"4885","3 GT:REL2-03"
"4885","3 GT:SC3-02"
"4885","3 GT:SCSO4-03"
"4886","3 GT:ANG4-02"
"4886","3 GT:EDPM2-01"
"4886","3 GT:FR5-06"
"4886","3 GT:GEON2-09"
"4886","3 GT:HISN2-09"
"4886","3 GT:MATH5-06"
"4886","3 GT:NL4-06"
"4886","3 GT:REL2-06"
"4886","3 GT:SC3-03"
"4886","3 GT:SCSO4-01"
"4888","3 GT:ANG4-02"
"4888","3 GT:EDPF2-04"
"4888","3 GT:FR5-06"
"4888","3 GT:GEO2-06"
"4888","3 GT:HIS2-06"
"4888","3 GT:MATH5-06"
"4888","3 GT:NL4-06"
"4888","3 GT:REL2-06"
"4888","3 GT:SC5-3a"
"4889","3 GT:ANG4-06"
"4889","3 GT:ECO4-03"
"4889","3 GT:EDPM2-02"
"4889","3 GT:FR5-07"
"4889","3 GT:GEO2-07"
"4889","3 GT:HIS2-07"
"4889","3 GT:MATH5-07"
"4889","3 GT:NL4-07"
"4889","3 GT:REL2-07"
"4889","3 GT:SC3-05"
"4891","3 GT:ANG4-06"
"4891","3 GT:ECO4-03"
"4891","3 GT:EDPF2-02"
"4891","3 GT:FR5-07"
"4891","3 GT:GEO2-07"
"4891","3 GT:HIS2-07"
"4891","3 GT:MATH5-07"
"4891","3 GT:NL4-07"
"4891","3 GT:REL2-07"
"4891","3 GT:SC3-05"
"4892","3 GT:ACSP1-01"
"4892","3 GT:ANG2-03"
"4892","3 GT:ECO4-01"
"4892","3 GT:EDPF2-03"
"4892","3 GT:FR5-02"
"4892","3 GT:GEO2-02"
"4892","3 GT:HIS2-02"
"4892","3 GT:MATH5-02"
"4892","3 GT:NL4-02"
"4892","3 GT:REL2-02"
"4892","3 GT:SC3-01"
"4893","3 GT:ANG4-02"
"4893","3 GT:EDPF2-04"
"4893","3 GT:FR5-06"
"4893","3 GT:GEO2-06"
"4893","3 GT:HIS2-06"
"4893","3 GT:MATH5-06"
"4893","3 GT:NL4-06"
"4893","3 GT:REL2-06"
"4893","3 GT:SC5-3a"
"4894","2S:EDAR3-4a"
"4894","2S:EDM2-04"
"4894","2S:EDPF3-04"
"4894","2S:FR5-04"
"4894","2S:GCPP-04"
"4894","2S:INFO3-4a"
"4894","2S:MATH5-04"
"4894","2S:NL2-04"
"4894","2S:REL2-04"
"4894","2S:SC2-04"
"4894","2S:SPOR2-4b"
"4895","3 GT:ANG4-06"
"4895","3 GT:ECO4-03"
"4895","3 GT:EDPM2-02"
"4895","3 GT:FR5-07"
"4895","3 GT:GEO2-07"
"4895","3 GT:HIS2-07"
"4895","3 GT:MATH5-07"
"4895","3 GT:NL4-07"
"4895","3 GT:REL2-07"
"4895","3 GT:SC3-05"
"4896","3 GT:ANG4-01"
"4896","3 GT:EDPM2-03"
"4896","3 GT:FR5-04"
"4896","3 GT:GEO2-04"
"4896","3 GT:HIS2-04"
"4896","3 GT:MATH5-04"
"4896","3 GT:NL4-04"
"4896","3 GT:REL2-04"
"4896","3 GT:SC5-1a"
"4897","3 GT:ANG4-06"
"4897","3 GT:ECO4-03"
"4897","3 GT:EDPF2-02"
"4897","3 GT:FR5-07"
"4897","3 GT:GEO2-07"
"4897","3 GT:HIS2-07"
"4897","3 GT:MATH5-07"
"4897","3 GT:NL4-07"
"4897","3 GT:REL2-07"
"4897","3 GT:SC3-05"
"4898","3 GT:ANG4-04"
"4898","3 GT:EDPM2-02"
"4898","3 GT:FR5-03"
"4898","3 GT:GEO2-03"
"4898","3 GT:HIS2-03"
"4898","3 GT:MATH5-03"
"4898","3 GT:NL4-03"
"4898","3 GT:REL2-03"
"4898","3 GT:SC3-02"
"4898","3 GT:SCSO4-03"
"4899","2S:EDAR1-10"
"4899","2S:EDM4-10"
"4899","2S:EDPF3-10"
"4899","2S:FR7-0a"
"4899","2S:MATH7-0a"
"4899","2S:NL4-10"
"4899","2S:REL2-10"
"4899","2S:SC3-10"
"4899","2S:TEC1-10"
"4900","3 GT:ACSP1-01"
"4900","3 GT:ANG2-03"
"4900","3 GT:EDPF2-03"
"4900","3 GT:FR5-02"
"4900","3 GT:GEO2-02"
"4900","3 GT:HIS2-02"
"4900","3 GT:MATH5-02"
"4900","3 GT:NL4-02"
"4900","3 GT:REL2-02"
"4900","3 GT:SC3-01"
"4900","3 GT:SCSO4-01"
"4901","3 GT:ACSP1-01"
"4901","3 GT:ANG2-03"
"4901","3 GT:EDPF2-03"
"4901","3 GT:FR5-02"
"4901","3 GT:GEO2-02"
"4901","3 GT:HIS2-02"
"4901","3 GT:MATH5-02"
"4901","3 GT:NL4-02"
"4901","3 GT:REL2-02"
"4901","3 GT:SC3-01"
"4901","3 GT:SCSO4-01"
"4902","3 GT:ANG4-04"
"4902","3 GT:EDPF2-02"
"4902","3 GT:FR5-03"
"4902","3 GT:GEO2-03"
"4902","3 GT:HIS2-03"
"4902","3 GT:MATH5-03"
"4902","3 GT:NL4-03"
"4902","3 GT:REL2-03"
"4902","3 GT:SC3-02"
"4902","3 GT:SCSO4-03"
"4903","3 GT:ANG4-02"
"4903","3 GT:EDPF2-04"
"4903","3 GT:FR5-06"
"4903","3 GT:GEO2-06"
"4903","3 GT:HIS2-06"
"4903","3 GT:MATH5-06"
"4903","3 GT:NL4-06"
"4903","3 GT:REL2-06"
"4903","3 GT:SC5-3a"
"4904","2S:EDAR1-09"
"4904","2S:EDM4-09"
"4904","2S:EDPM3-10"
"4904","2S:FR7-9a"
"4904","2S:MATH7-9a"
"4904","2S:NL4-09"
"4904","2S:REL2-09"
"4904","2S:SC3-09"
"4904","2S:TEC1-09"
"4905","2S:EDAR3-4b"
"4905","2S:EDM2-04"
"4905","2S:EDPM3-04"
"4905","2S:FR5-04"
"4905","2S:GCPP-04"
"4905","2S:INFO3-4b"
"4905","2S:MATH5-04"
"4905","2S:NL2-04"
"4905","2S:REL2-04"
"4905","2S:SC2-04"
"4905","2S:SPOR2-4a"
"4906","3 GT:ANG4-05"
"4906","3 GT:EDPF2-05"
"4906","3 GT:FR5-05"
"4906","3 GT:GEO2-05"
"4906","3 GT:HIS2-05"
"4906","3 GT:MATH5-05"
"4906","3 GT:NL4-05"
"4906","3 GT:REL2-05"
"4906","3 GT:SC3-04"
"4906","3 GT:SCSO4-02"
"4907","3 TT:ANG2-01"
"4907","3 TT:BIO2-01"
"4907","3 TT:EDPF2-01"
"4907","3 TT:EDSC2-01"
"4907","3 TT:FR5-01"
"4907","3 TT:FREX2-01"
"4907","3 TT:GEO2-01"
"4907","3 TT:HIS2-01"
"4907","3 TT:MATH5-01"
"4907","3 TT:NL4-01"
"4907","3 TT:PSY2-01"
"4907","3 TT:REL2-01"
"4907","3 TT:TEEX2-01"
"4909","2S:EDAR3-4b"
"4909","2S:EDM2-04"
"4909","2S:EDPF3-04"
"4909","2S:FR5-04"
"4909","2S:GCPP-04"
"4909","2S:INFO3-4b"
"4909","2S:MATH5-04"
"4909","2S:NL2-04"
"4909","2S:REL2-04"
"4909","2S:SC2-04"
"4909","2S:SPOR2-4b"
"4910","2S:EDAR3-4b"
"4910","2S:EDM2-04"
"4910","2S:EDPF3-04"
"4910","2S:FR5-04"
"4910","2S:GCPP-04"
"4910","2S:INFO3-4b"
"4910","2S:MATH5-04"
"4910","2S:NL2-04"
"4910","2S:REL2-04"
"4910","2S:SC2-04"
"4910","2S:SPOR2-4b"
"4911","3 GT:ANG4-04"
"4911","3 GT:EDPM2-02"
"4911","3 GT:FR5-03"
"4911","3 GT:GEO2-03"
"4911","3 GT:HIS2-03"
"4911","3 GT:MATH5-03"
"4911","3 GT:NL4-03"
"4911","3 GT:REL2-03"
"4911","3 GT:SC3-02"
"4911","3 GT:SCSO4-03"
"4913","3 GT:ANG4-04"
"4913","3 GT:ECO4-02"
"4913","3 GT:EDPF2-02"
"4913","3 GT:FR5-03"
"4913","3 GT:GEO2-03"
"4913","3 GT:HIS2-03"
"4913","3 GT:MATH5-03"
"4913","3 GT:NL4-03"
"4913","3 GT:REL2-03"
"4913","3 GT:SC3-02"
"4914","2S:EDAR3-4a"
"4914","2S:EDM2-04"
"4914","2S:EDPM3-04"
"4914","2S:FR5-04"
"4914","2S:GCPP-04"
"4914","2S:INFO3-4a"
"4914","2S:MATH5-04"
"4914","2S:NL2-04"
"4914","2S:REL2-04"
"4914","2S:SC2-04"
"4914","2S:SPOR2-4a"
"4915","3 GT:ANG4-03"
"4915","3 GT:EDPM2-01"
"4915","3 GT:FR5-08"
"4915","3 GT:GEON2-08"
"4915","3 GT:HISN2-08"
"4915","3 GT:MATH5-08"
"4915","3 GT:NL4-08"
"4915","3 GT:REL2-08"
"4915","3 GT:SC5-2a"
"4916","3 GT:ANG4-05"
"4916","3 GT:EDPF2-05"
"4916","3 GT:FR5-05"
"4916","3 GT:GEO2-05"
"4916","3 GT:HIS2-05"
"4916","3 GT:MATH5-05"
"4916","3 GT:NL4-05"
"4916","3 GT:REL2-05"
"4916","3 GT:SC3-04"
"4916","3 GT:SCSO4-02"
"4917","3 GT:ANG4-02"
"4917","3 GT:EDPF2-04"
"4917","3 GT:FR5-06"
"4917","3 GT:GEON2-09"
"4917","3 GT:HISN2-09"
"4917","3 GT:LAT4-02"
"4917","3 GT:MATH5-06"
"4917","3 GT:NL4-06"
"4917","3 GT:REL2-06"
"4917","3 GT:SC3-03"
"4918","2S:EDAR1-09"
"4918","2S:EDM4-09"
"4918","2S:EDPF3-10"
"4918","2S:FR7-9a"
"4918","2S:MATH7-9a"
"4918","2S:NL4-09"
"4918","2S:REL2-09"
"4918","2S:SC3-09"
"4918","2S:TEC1-09"
"4920","3 GT:ANG4-03"
"4920","3 GT:EDPM2-01"
"4920","3 GT:FR5-08"
"4920","3 GT:GEON2-08"
"4920","3 GT:HISN2-08"
"4920","3 GT:MATH5-08"
"4920","3 GT:NL4-08"
"4920","3 GT:REL2-08"
"4920","3 GT:SC5-2a"
"4922","3 GT:ANG4-03"
"4922","3 GT:EDPM2-01"
"4922","3 GT:FR5-08"
"4922","3 GT:GEON2-08"
"4922","3 GT:HISN2-08"
"4922","3 GT:MATH5-08"
"4922","3 GT:NL4-08"
"4922","3 GT:REL2-08"
"4922","3 GT:SC5-2a"
"4925","3 GT:ANG4-04"
"4925","3 GT:ECO4-02"
"4925","3 GT:EDPF2-02"
"4925","3 GT:FR5-03"
"4925","3 GT:GEO2-03"
"4925","3 GT:HIS2-03"
"4925","3 GT:MATH5-03"
"4925","3 GT:NL4-03"
"4925","3 GT:REL2-03"
"4925","3 GT:SC3-02"
"4929","3 GT:ANG4-04"
"4929","3 GT:EDPM2-02"
"4929","3 GT:FR5-03"
"4929","3 GT:GEO2-03"
"4929","3 GT:HIS2-03"
"4929","3 GT:LAT4-01"
"4929","3 GT:MATH5-03"
"4929","3 GT:NL4-03"
"4929","3 GT:REL2-03"
"4929","3 GT:SC3-02"
"4930","3 GT:ANG4-02"
"4930","3 GT:EDPF2-03"
"4930","3 GT:FR5-02"
"4930","3 GT:GEO2-02"
"4930","3 GT:HIS2-02"
"4930","3 GT:LAT4-02"
"4930","3 GT:MATH5-02"
"4930","3 GT:NL4-02"
"4930","3 GT:REL2-02"
"4930","3 GT:SC3-01"
"4935","2S:EDAR1-10"
"4935","2S:EDM4-10"
"4935","2S:EDPM3-10"
"4935","2S:FR7-0a"
"4935","2S:MATH7-0a"
"4935","2S:NL4-10"
"4935","2S:REL2-10"
"4935","2S:SC3-10"
"4935","2S:TEC1-10"
"4936","3 GT:ANG2-03"
"4936","3 GT:ECO4-01"
"4936","3 GT:EDPM4-01"
"4936","3 GT:FR5-02"
"4936","3 GT:GEO2-02"
"4936","3 GT:HIS2-02"
"4936","3 GT:MATH5-02"
"4936","3 GT:NL4-02"
"4936","3 GT:REL2-02"
"4936","3 GT:SC3-01"
"4937","3 GT:ANG4-03"
"4937","3 GT:EDPF2-04"
"4937","3 GT:FR5-08"
"4937","3 GT:GEON2-08"
"4937","3 GT:HISN2-08"
"4937","3 GT:LAT4-01"
"4937","3 GT:MATH5-08"
"4937","3 GT:NL4-08"
"4937","3 GT:REL2-08"
"4937","3 GT:SC3-03"
"4940","3 GT:ANG2-03"
"4940","3 GT:ECO4-01"
"4940","3 GT:EDPM4-01"
"4940","3 GT:FR5-02"
"4940","3 GT:GEO2-02"
"4940","3 GT:HIS2-02"
"4940","3 GT:MATH5-02"
"4940","3 GT:NL4-02"
"4940","3 GT:REL2-02"
"4940","3 GT:SC3-01"
"4941","3 GT:ANG4-06"
"4941","3 GT:ECO4-03"
"4941","3 GT:EDPF2-02"
"4941","3 GT:FR5-07"
"4941","3 GT:GEO2-07"
"4941","3 GT:HIS2-07"
"4941","3 GT:MATH5-07"
"4941","3 GT:NL4-07"
"4941","3 GT:REL2-07"
"4941","3 GT:SC3-05"
"4949","2S:EDAR1-10"
"4949","2S:EDM4-10"
"4949","2S:EDPF3-10"
"4949","2S:FR7-0a"
"4949","2S:MATH7-0a"
"4949","2S:NL4-10"
"4949","2S:REL2-10"
"4949","2S:SC3-10"
"4949","2S:TEC1-10"
"4950","3 GT:ANG4-04"
"4950","3 GT:EDPF2-02"
"4950","3 GT:FR5-03"
"4950","3 GT:GEO2-03"
"4950","3 GT:HIS2-03"
"4950","3 GT:LAT4-01"
"4950","3 GT:MATH5-03"
"4950","3 GT:NL4-03"
"4950","3 GT:REL2-03"
"4950","3 GT:SC3-02"
"4952","3 TT:ANG2-01"
"4952","3 TT:BIO2-01"
"4952","3 TT:EDPF2-01"
"4952","3 TT:EDSC2-01"
"4952","3 TT:FR5-01"
"4952","3 TT:FREX2-01"
"4952","3 TT:GEO2-01"
"4952","3 TT:HIS2-01"
"4952","3 TT:MATH5-01"
"4952","3 TT:NL4-01"
"4952","3 TT:PSY2-01"
"4952","3 TT:REL2-01"
"4952","3 TT:TEEX2-01"
"4953","3 GT:ANG4-06"
"4953","3 GT:ECO4-03"
"4953","3 GT:EDPF2-02"
"4953","3 GT:FR5-07"
"4953","3 GT:GEO2-07"
"4953","3 GT:HIS2-07"
"4953","3 GT:MATH5-07"
"4953","3 GT:NL4-07"
"4953","3 GT:REL2-07"
"4953","3 GT:SC3-05"
"4954","2S:EDAR1-09"
"4954","2S:EDM4-09"
"4954","2S:EDPM3-10"
"4954","2S:FR7-9a"
"4954","2S:MATH7-9a"
"4954","2S:NL4-09"
"4954","2S:REL2-09"
"4954","2S:SC3-09"
"4954","2S:TEC1-09"
"4958","3 GT:ANG4-01"
"4958","3 GT:EDPM2-03"
"4958","3 GT:FR5-04"
"4958","3 GT:GEO2-04"
"4958","3 GT:HIS2-04"
"4958","3 GT:MATH5-04"
"4958","3 GT:NL4-04"
"4958","3 GT:REL2-04"
"4958","3 GT:SC5-1a"
"4959","3 GT:ANG4-05"
"4959","3 GT:EDPF2-05"
"4959","3 GT:FR5-05"
"4959","3 GT:GEO2-05"
"4959","3 GT:HIS2-05"
"4959","3 GT:MATH5-05"
"4959","3 GT:NL4-05"
"4959","3 GT:REL2-05"
"4959","3 GT:SC3-04"
"4959","3 GT:SCSO4-02"
"4960","2S:EDAR1-09"
"4960","2S:EDM4-09"
"4960","2S:EDPF3-10"
"4960","2S:FR7-9a"
"4960","2S:MATH7-9a"
"4960","2S:NL4-09"
"4960","2S:REL2-09"
"4960","2S:SC3-09"
"4960","2S:TEC1-09"
"4961","3 GT:ANG4-02"
"4961","3 GT:EDPM2-01"
"4961","3 GT:FR5-06"
"4961","3 GT:GEON2-09"
"4961","3 GT:HISN2-09"
"4961","3 GT:MATH5-06"
"4961","3 GT:NL4-06"
"4961","3 GT:REL2-06"
"4961","3 GT:SC3-03"
"4961","3 GT:SCSO4-01"
"4962","3 GT:ANG4-02"
"4962","3 GT:EDPF2-03"
"4962","3 GT:FR5-02"
"4962","3 GT:GEO2-02"
"4962","3 GT:HIS2-02"
"4962","3 GT:LAT4-02"
"4962","3 GT:MATH5-02"
"4962","3 GT:NL4-02"
"4962","3 GT:REL2-02"
"4962","3 GT:SC3-01"
"4963","3 GT:ANG4-06"
"4963","3 GT:ECO4-03"
"4963","3 GT:EDPM2-02"
"4963","3 GT:FR5-07"
"4963","3 GT:GEO2-07"
"4963","3 GT:HIS2-07"
"4963","3 GT:MATH5-07"
"4963","3 GT:NL4-07"
"4963","3 GT:REL2-07"
"4963","3 GT:SC3-05"
"4972","3 GT:ANG4-04"
"4972","3 GT:EDPM2-02"
"4972","3 GT:FR5-03"
"4972","3 GT:GEO2-03"
"4972","3 GT:HIS2-03"
"4972","3 GT:MATH5-03"
"4972","3 GT:NL4-03"
"4972","3 GT:REL2-03"
"4972","3 GT:SC3-02"
"4972","3 GT:SCSO4-03"
"4973","3 GT:ANG4-03"
"4973","3 GT:EDPF2-04"
"4973","3 GT:FR5-08"
"4973","3 GT:GEON2-08"
"4973","3 GT:HISN2-08"
"4973","3 GT:LAT4-01"
"4973","3 GT:MATH5-08"
"4973","3 GT:NL4-08"
"4973","3 GT:REL2-08"
"4973","3 GT:SC3-03"
"4977","3 GT:ANG4-06"
"4977","3 GT:ECO4-03"
"4977","3 GT:EDPF2-02"
"4977","3 GT:FR5-07"
"4977","3 GT:GEO2-07"
"4977","3 GT:HIS2-07"
"4977","3 GT:MATH5-07"
"4977","3 GT:NL4-07"
"4977","3 GT:REL2-07"
"4977","3 GT:SC3-05"
"4978","3 GT:ANG4-06"
"4978","3 GT:ECO4-03"
"4978","3 GT:EDPM2-02"
"4978","3 GT:FR5-07"
"4978","3 GT:GEO2-07"
"4978","3 GT:HIS2-07"
"4978","3 GT:MATH5-07"
"4978","3 GT:NL4-07"
"4978","3 GT:REL2-07"
"4978","3 GT:SC3-05"
"4981","2S:EDAR1-10"
"4981","2S:EDM4-10"
"4981","2S:EDPF3-10"
"4981","2S:FR7-0a"
"4981","2S:MATH7-0a"
"4981","2S:NL4-10"
"4981","2S:REL2-10"
"4981","2S:SC3-10"
"4981","2S:TEC1-10"
"4984","3 GT:ANG4-05"
"4984","3 GT:EDPF2-05"
"4984","3 GT:FR5-05"
"4984","3 GT:GEO2-05"
"4984","3 GT:HIS2-05"
"4984","3 GT:MATH5-05"
"4984","3 GT:NL4-05"
"4984","3 GT:REL2-05"
"4984","3 GT:SC3-04"
"4984","3 GT:SCSO4-02"
"4985","2S:EDAR3-4b"
"4985","2S:EDM2-04"
"4985","2S:EDPM3-04"
"4985","2S:FR5-04"
"4985","2S:GCPP-04"
"4985","2S:INFO3-4b"
"4985","2S:MATH5-04"
"4985","2S:NL2-04"
"4985","2S:REL2-04"
"4985","2S:SC2-04"
"4985","2S:SPOR2-4a"
"4988","2S:EDAR3-4a"
"4988","2S:EDM2-04"
"4988","2S:EDPM3-04"
"4988","2S:FR5-04"
"4988","2S:GCPP-04"
"4988","2S:INFO3-4a"
"4988","2S:MATH5-04"
"4988","2S:NL2-04"
"4988","2S:REL2-04"
"4988","2S:SC2-04"
"4988","2S:SPOR2-4a"
"4989","2S:EDAR1-10"
"4989","2S:EDM4-10"
"4989","2S:EDPM3-10"
"4989","2S:FR7-0a"
"4989","2S:MATH7-0a"
"4989","2S:NL4-10"
"4989","2S:REL2-10"
"4989","2S:SC3-10"
"4989","2S:TEC1-10"
"4996","2S:EDAR1-09"
"4996","2S:EDM4-09"
"4996","2S:EDPM3-10"
"4996","2S:FR7-9a"
"4996","2S:MATH7-9a"
"4996","2S:NL4-09"
"4996","2S:REL2-09"
"4996","2S:SC3-09"
"4996","2S:TEC1-09"
"5000","3 GT:ANG4-04"
"5000","3 GT:EDPF2-02"
"5000","3 GT:FR5-03"
"5000","3 GT:GEO2-03"
"5000","3 GT:HIS2-03"
"5000","3 GT:LAT4-01"
"5000","3 GT:MATH5-03"
"5000","3 GT:NL4-03"
"5000","3 GT:REL2-03"
"5000","3 GT:SC3-02"
"5001","3 TT:ANG2-01"
"5001","3 TT:BIO2-01"
"5001","3 TT:EDPF2-01"
"5001","3 TT:EDSC2-01"
"5001","3 TT:FR5-01"
"5001","3 TT:FREX2-01"
"5001","3 TT:GEO2-01"
"5001","3 TT:HIS2-01"
"5001","3 TT:MATH5-01"
"5001","3 TT:NL4-01"
"5001","3 TT:PSY2-01"
"5001","3 TT:REL2-01"
"5001","3 TT:TEEX2-01"
"5002","2S:EDAR1-10"
"5002","2S:EDM4-10"
"5002","2S:EDPF3-10"
"5002","2S:FR7-0a"
"5002","2S:MATH7-0a"
"5002","2S:NL4-10"
"5002","2S:REL2-10"
"5002","2S:SC3-10"
"5002","2S:TEC1-10"
"5004","3 GT:ANG4-05"
"5004","3 GT:EDPF2-05"
"5004","3 GT:FR5-05"
"5004","3 GT:GEO2-05"
"5004","3 GT:HIS2-05"
"5004","3 GT:MATH5-05"
"5004","3 GT:NL4-05"
"5004","3 GT:REL2-05"
"5004","3 GT:SC3-04"
"5004","3 GT:SCSO4-02"
"5013","3 GT:ANG4-03"
"5013","3 GT:EDPF2-04"
"5013","3 GT:FR5-08"
"5013","3 GT:GEON2-08"
"5013","3 GT:HISN2-08"
"5013","3 GT:LAT4-01"
"5013","3 GT:MATH5-08"
"5013","3 GT:NL4-08"
"5013","3 GT:REL2-08"
"5013","3 GT:SC3-03"
"5018","2S:EDAR3-4a"
"5018","2S:EDM2-04"
